datapoint_nr,unixtimestamp,routetable_update_nr,edge_id,length_m_left_on_edge,latitude,longitude,vehicle_speed_kmh,dist_mapmatching,TTAU_manual_this,TTAF_manual_to_L2_this,TTAF_L2_to_manual_this,TTAU_L2_this,TTAU_manual_next,TTAF_manual_to_L2_next,TTAF_L2_to_manual_next,TTAU_L2_next
959,1643881033,1,2007,4.05,57.934,12.575,90,3.77,0,0,0,156.76,0,7.09,0,0
960,1643881034,1,2009,5.19,57.934,12.575,90,3.54,0,0,0,156.38,0,7.09,0,0
961,1643881035,1,2012,8.3,57.934,12.574,90,3.57,0,0,0,155.42,0,7.09,0,0
962,1643881036,1,2014,10.37,57.934,12.574,90,3.83,0,0,0,154.98,0,7.09,0,0
963,1643881037,1,2016,8.3,57.934,12.574,90,4.06,0,0,0,154.02,0,7.09,0,0
964,1643881038,1,2018,5.19,57.934,12.573,90,3.93,0,0,0,153.36,0,7.09,0,0
965,1643881039,1,2021,5.12,57.934,12.573,90,3.81,0,0,0,152.68,0,7.09,0,0
966,1643881040,1,2023,5.12,57.934,12.573,90,3.37,0,0,0,152.18,0,7.09,0,0
967,1643881041,1,2025,2,57.934,12.572,91,3.72,0,0,0,151.64,0,7.09,0,0
968,1643881042,1,2028,8.01,57.934,12.572,90,3.73,0,0,0,150.77,0,7.09,0,0
969,1643881043,1,2030,0,57.933,12.571,90,4.09,0,0,0,150.26,0,7.09,0,0
970,1643881044,1,2033,7.01,57.933,12.571,90,3.92,0,0,0,149.62,0,7.09,0,0
971,1643881045,1,2035,8.4,57.933,12.571,89,3.4,0,0,0,149.13,0,7.09,0,0
972,1643881046,1,2038,8.4,57.933,12.57,89,3.74,0,0,0,148.39,0,7.09,0,0
973,1643881047,1,2040,5.2,57.933,12.57,88,3.52,0,0,0,147.67,0,7.09,0,0
974,1643881048,1,2042,3.12,57.933,12.57,88,3.86,0,0,0,147.31,0,7.09,0,0
975,1643881049,1,2044,6.24,57.933,12.57,88,3.74,0,0,0,146.72,0,7.09,0,0
976,1643881050,1,2046,4.16,57.933,12.569,87,3.22,0,0,0,146.11,0,7.09,0,0
977,1643881051,1,2048,0,57.932,12.569,87,3.1,0,0,0,145.41,0,7.09,0,0
978,1643881052,1,2051,6.3,57.932,12.569,86,3.04,0,0,0,144.97,0,7.09,0,0
979,1643881053,1,2053,2.1,57.932,12.569,86,3.25,0,0,0,144.28,0,7.09,0,0
980,1643881054,1,2056,7.08,57.932,12.568,85,3.24,0,0,0,143.83,0,7.09,0,0
981,1643881055,1,2058,7.08,57.932,12.568,85,3.47,0,0,0,143.09,0,7.09,0,0
982,1643881056,1,2060,7.01,57.932,12.568,84,3.27,0,0,0,142.66,0,7.09,0,0
983,1643881057,1,2061,1,57.932,12.567,84,3.21,0,0,0,142.25,0,7.09,0,0
984,1643881058,1,2064,4.95,57.932,12.567,84,3.2,0,0,0,141.53,0,7.09,0,0
985,1643881059,1,2066,6.92,57.931,12.567,84,3.43,0,0,0,141.13,0,7.09,0,0
986,1643881060,1,2068,0,57.931,12.566,84,3.88,0,0,0,140.43,0,7.09,0,0
987,1643881061,1,2070,2.95,57.931,12.566,84,3.73,0,0,0,139.32,0,7.09,0,0
988,1643881062,1,2072,0,57.931,12.566,84,4.17,0,0,0,138.62,0,7.09,0,0
989,1643881063,1,2075,9.31,57.931,12.565,84,3.42,0,0,0,137.52,0,7.09,0,0
990,1643881064,1,2077,8.28,57.931,12.565,83,3.46,0,0,0,136.63,0,7.09,0,0
991,1643881065,1,2079,1.98,57.931,12.565,83,3.87,0,0,0,135.54,0,7.09,0,0
992,1643881066,1,2081,0.99,57.931,12.564,82,3.59,0,0,0,134.67,0,7.09,0,0
993,1643881067,1,2083,2.98,57.931,12.564,82,3.76,0,0,0,133.96,0,7.09,0,0
994,1643881068,1,2086,7.94,57.931,12.564,81,4.13,0,0,0,133.09,0,7.09,0,0
995,1643881069,1,2087,0.99,57.931,12.563,80,4.28,0,0,0,132.23,0,7.09,0,0
996,1643881070,1,2090,5.95,57.931,12.563,79,4.2,0,0,0,131.34,0,7.09,0,0
997,1643881071,1,2092,4.96,57.931,12.563,78,4.24,0,0,0,130.65,0,7.09,0,0
998,1643881072,1,2094,0.99,57.931,12.562,77,4.6,0,0,0,129.63,0,7.09,0,0
999,1643881073,1,2096,4.96,57.931,12.562,76,4.94,0,0,0,128.77,0,7.09,0,0
1000,1643881074,1,2098,4.96,57.931,12.562,75,5.35,0,0,0,127.77,0,7.09,0,0
1001,1643881075,1,2100,5.95,57.931,12.561,74,5.7,0,0,0,126.96,0,7.09,0,0
1002,1643881076,1,2102,7.02,57.931,12.561,72,5.58,0,0,0,126.15,0,7.09,0,0
1003,1643881077,1,2104,8.03,57.931,12.561,71,5.2,0,0,0,125.5,0,7.09,0,0
1004,1643881078,1,2106,7.02,57.93,12.56,69,4.75,0,0,0,124.74,0,7.09,0,0
1005,1643881079,1,2108,9.01,57.93,12.56,69,4.24,0,0,0,123.95,0,7.09,0,0
1006,1643881080,1,2109,5,57.93,12.56,69,4.23,0,0,0,123.35,0,7.09,0,0
1007,1643881081,1,2111,7.01,57.93,12.559,69,4.11,0,0,0,122.45,0,7.09,0,0
1008,1643881082,1,2112,2,57.93,12.559,70,4.03,0,0,0,121.57,0,7.09,0,0
1009,1643881083,1,2115,7.01,57.93,12.559,71,3.96,0,0,0,120.2,0,7.09,0,0
1010,1643881084,1,2117,9.01,57.93,12.559,71,3.99,0,0,0,119.3,0,7.09,0,0
1011,1643881085,1,2119,10.01,57.93,12.558,72,3.86,0,0,0,117.98,0,7.09,0,0
1012,1643881086,1,2120,1,57.93,12.558,73,3.65,0,0,0,116.96,0,7.09,0,0
1013,1643881087,1,2122,6.01,57.93,12.558,73,3.53,0,0,0,116.06,0,7.09,0,0
1014,1643881088,1,2124,3,57.93,12.557,74,3.42,0,0,0,114.8,0,7.09,0,0
1015,1643881089,1,2126,4,57.93,12.557,74,3.36,0,0,0,113.49,0,7.09,0,0
1016,1643881090,1,2128,9.01,57.93,12.557,74,3.41,0,0,0,112.65,0,7.09,0,0
1017,1643881091,1,2130,9.01,57.93,12.556,74,3.45,0,0,0,111.75,0,7.09,0,0
1018,1643881092,1,2132,10.01,57.93,12.556,74,3.44,0,0,0,110.43,0,7.09,0,0
1019,1643881093,1,2133,1,57.93,12.556,74,3.39,0,0,0,109.12,0,7.09,0,0
1020,1643881094,1,2135,2,57.93,12.555,74,3.36,0,0,0,107.98,0,7.09,0,0
1021,1643881095,1,2138,9.01,57.93,12.555,74,3.41,0,0,0,107.02,0,7.09,0,0
1022,1643881096,1,2139,3,57.93,12.555,75,3.45,0,0,0,105.89,0,7.09,0,0
1023,1643881097,1,2141,4,57.93,12.555,75,3.41,0,0,0,104.75,0,7.09,0,0
1024,1643881098,1,2143,3.83,57.93,12.554,76,3.99,0,0,0,103.86,0,7.09,0,0
1025,1643881099,1,2145,2.87,57.93,12.554,76,4.5,0,0,0,102.24,0,7.09,0,0
1026,1643881100,1,2147,1.91,57.929,12.554,76,4.7,0,0,0,101.11,0,7.09,0,0
1027,1643881101,1,2150,7.66,57.929,12.553,77,4.29,0,0,0,99.97,0,7.09,0,0
1028,1643881102,1,2151,0.96,57.929,12.553,77,3.6,0,0,0,99.01,0,7.09,0,0
1029,1643881103,1,2153,1.01,57.929,12.553,77,4.29,0,0,0,98.12,0,7.09,0,0
1030,1643881104,1,2155,2.02,57.929,12.552,78,4.66,0,0,0,96.5,0,7.09,0,0
1031,1643881105,1,2157,6.06,57.929,12.552,77,4.64,0,0,0,95.34,0,7.09,0,0
1032,1643881106,1,2159,6.06,57.929,12.552,78,4.29,0,0,0,94.37,0,7.09,0,0
1033,1643881107,1,2161,2.02,57.929,12.551,77,3.46,0,0,0,93.46,0,7.09,0,0
1034,1643881108,1,2164,9.01,57.929,12.551,77,3.36,0,0,0,92.26,0,7.09,0,0
1035,1643881109,1,2166,7.01,57.929,12.551,77,2.93,0,0,0,90.6,0,7.09,0,0
1036,1643881110,1,2168,8.62,57.929,12.55,77,2.94,0,0,0,89.65,0,7.09,0,0
1037,1643881111,1,2170,5.75,57.929,12.55,76,2.97,0,0,0,88.51,0,7.09,0,0
1038,1643881112,1,2171,0.96,57.929,12.55,75,2.74,0,0,0,87.31,0,7.09,0,0
1039,1643881113,1,2173,0,57.928,12.55,74,3.07,0,0,0,85.86,0,7.09,0,0
1040,1643881114,1,2176,8.98,57.928,12.549,73,3.11,0,0,0,85.14,0,7.09,0,0
1041,1643881115,1,2177,1,57.928,12.549,71,3.48,0,0,0,83.46,0,7.09,0,0
1042,1643881116,1,2180,8.98,57.928,12.549,68,3.37,0,0,0,82.51,0,7.09,0,0
1043,1643881117,1,2181,4.99,57.928,12.549,66,3.05,0,0,0,81.33,0,7.09,0,0
1044,1643881118,1,2183,7.98,57.928,12.548,63,2.54,0,0,0,80.13,0,7.09,0,0
1045,1643881119,1,2184,2.99,57.928,12.548,60,1.98,0,0,0,79.22,0,7.09,0,0
1046,1643881120,1,2186,3.99,57.928,12.548,59,1.36,0,0,0,77.63,0,7.09,0,0
1047,1643881121,1,2187,2,57.928,12.548,58,1.28,0,0,0,76.9,0,7.09,0,0
1048,1643881122,1,2189,3.99,57.928,12.547,57,1.83,0,0,0,75.58,0,7.09,0,0
1049,1643881123,1,2190,2,57.928,12.547,55,1.84,0,0,0,74.51,0,7.09,0,0
1050,1643881124,1,2192,6,57.928,12.547,50,1.75,0,0,0,73.45,0,7.09,0,0
1051,1643881125,1,2193,4,57.928,12.547,43,1.9,0,0,0,72.26,0,7.09,0,0
1052,1643881126,1,2194,5,57.927,12.547,34,2,0,0,0,71.49,0,7.09,0,0
1053,1643881127,1,2195,7,57.927,12.547,28,2.04,0,0,0,70.54,0,7.09,0,0
1054,1643881128,1,2195,1,57.927,12.547,20,2.14,0,0,0,69.48,0,7.09,0,0
1055,1643881129,1,2196,7,57.927,12.547,15,2.17,0,0,0,68.59,0,7.09,0,0
1056,1643881130,1,2196,4,57.927,12.546,11,2.2,0,0,0,67.58,0,7.09,0,0
1057,1643881131,1,2196,1,57.927,12.546,10,2.28,0,0,0,66.91,0,7.09,0,0
1058,1643881132,1,2197,9.01,57.927,12.546,8,2.28,0,0,0,65.4,0,7.09,0,0
1059,1643881133,1,2197,8.01,57.927,12.546,6,2.33,0,0,0,64.65,0,7.09,0,0
1060,1643881134,1,2197,7,57.927,12.546,2,2.31,0,0,0,63.9,0,7.09,0,0
1061,1643881135,1,2197,6,57.927,12.546,3,2.36,0,0,0,63.23,0,7.09,0,0
1062,1643881136,1,2197,6,57.927,12.546,3,2.34,0,0,0,62.98,0,7.09,0,0
1063,1643881137,1,2197,5,57.927,12.546,2,2.38,0,0,0,62.56,0,7.09,0,0
1064,1643881138,1,2197,5,57.927,12.546,3,2.36,0,0,0,62.31,0,7.09,0,0
1065,1643881139,1,2197,4,57.927,12.546,6,2.37,0,0,0,62.14,0,7.09,0,0
1066,1643881140,1,2197,2,57.927,12.546,8,2.41,0,0,0,61.98,0,7.09,0,0
1067,1643881141,1,2198,10.01,57.927,12.546,11,2.41,0,0,0,61.89,0,7.09,0,0
1068,1643881142,1,2198,7,57.927,12.546,13,2.45,0,0,0,61.89,0,7.09,0,0
1069,1643881143,1,2198,3,57.927,12.546,16,2.51,0,0,0,61.81,0,7.09,0,0
1070,1643881144,1,2199,8.01,57.927,12.546,19,2.55,0,0,0,61.81,0,7.09,0,0
1071,1643881145,1,2199,4,57.927,12.546,21,2.61,0,0,0,61.73,0,7.09,0,0
1072,1643881146,1,2200,7,57.927,12.546,24,2.72,0,0,0,61.73,0,7.09,0,0
1073,1643881147,1,2200,0,57.927,12.546,27,2.83,0,0,0,61.56,0,7.09,0,0
1074,1643881148,1,2201,2.99,57.927,12.546,29,2.8,0,0,0,61.4,0,7.09,0,0
1075,1643881149,1,2202,4.98,57.927,12.546,32,2.78,0,0,0,61.23,0,7.09,0,0
1076,1643881150,1,2203,7.97,57.927,12.545,34,2.79,0,0,0,60.98,0,7.09,0,0
1077,1643881151,1,2204,7.24,57.927,12.545,39,2.69,0,0,0,60.56,0,7.09,0,0
1078,1643881152,1,2205,7.24,57.927,12.545,44,2.3,0,0,0,60.07,0,7.09,0,0
1079,1643881153,1,2206,8.27,57.927,12.545,46,2.1,0,0,0,59.73,0,7.09,0,0
1080,1643881154,1,2207,3.1,57.927,12.545,49,2.4,0,0,0,59.07,0,7.09,0,0
1081,1643881155,1,2208,3.1,57.927,12.545,51,3.06,0,0,0,58.49,0,7.09,0,0
1082,1643881156,1,2210,10.6,57.927,12.544,54,3.22,0,0,0,58,0,7.09,0,0
1083,1643881157,1,2211,10.6,57.927,12.544,55,3.34,0,0,0,57.34,0,7.09,0,0
1084,1643881158,1,2212,3.01,57.927,12.544,57,3.5,0,0,0,56.43,0,7.09,0,0
1085,1643881159,1,2214,8.02,57.927,12.544,58,3.43,0,0,0,55.76,0,7.09,0,0
1086,1643881160,1,2215,3.01,57.927,12.543,60,3.49,0,0,0,54.82,0,7.09,0,0
1087,1643881161,1,2217,7.02,57.927,12.543,61,3.7,0,0,0,53.89,0,7.09,0,0
1088,1643881162,1,2218,2.01,57.927,12.543,62,3.85,0,0,0,52.87,0,7.09,0,0
1089,1643881163,1,2220,5.02,57.927,12.543,64,3.96,0,0,0,51.48,0,7.09,0,0
1090,1643881164,1,2222,9.03,57.927,12.542,65,4.08,0,0,0,50.76,0,7.09,0,0
1091,1643881165,1,2223,5.02,57.926,12.542,65,4.18,0,0,0,49.72,0,7.09,0,0
1092,1643881166,1,2225,5.02,57.926,12.542,65,4.22,0,0,0,48.82,0,7.09,0,0
1093,1643881167,1,2227,9.03,57.926,12.542,65,4.19,0,0,0,48.27,0,7.09,0,0
1094,1643881168,1,2228,5.02,57.926,12.541,65,4.06,0,0,0,47.19,0,7.09,0,0
1095,1643881169,1,2230,5.02,57.926,12.541,65,3.76,0,0,0,46.23,0,7.09,0,0
1096,1643881170,1,2231,2.01,57.926,12.541,65,3.42,0,0,0,45.45,0,7.09,0,0
1097,1643881171,1,2233,4.84,57.926,12.541,65,3.59,0,0,0,44.49,0,7.09,0,0
1098,1643881172,1,2235,7.74,57.926,12.54,65,3.78,0,0,0,43.29,0,7.09,0,0
1099,1643881173,1,2237,6.77,57.926,12.54,65,3.92,0,0,0,42.27,0,7.09,0,0
1100,1643881174,1,2238,2.9,57.926,12.54,65,3.98,0,0,0,41.31,0,7.09,0,0
1101,1643881175,1,2240,5.81,57.926,12.539,65,3.99,0,0,0,40.29,0,7.09,0,0
1102,1643881176,1,2242,4.84,57.926,12.539,65,3.9,0,0,0,39.51,0,7.09,0,0
1103,1643881177,1,2244,7.74,57.926,12.539,64,3.74,0,0,0,38.49,0,7.09,0,0
1104,1643881178,1,2245,3.87,57.926,12.539,64,3.62,0,0,0,37.31,0,7.09,0,0
1105,1643881179,1,2247,5,57.926,12.538,64,3.84,0,0,0,36.5,0,7.09,0,0
1106,1643881180,1,2248,1,57.926,12.538,63,3.97,0,0,0,35.28,0,7.09,0,0
1107,1643881181,1,2250,2,57.926,12.538,63,4.09,0,0,0,34.3,0,7.09,0,0
1108,1643881182,1,2252,6.01,57.926,12.538,62,4.14,0,0,0,33.32,0,7.09,0,0
1109,1643881183,1,2253,3,57.926,12.537,62,4.14,0,0,0,32.33,0,7.09,0,0
1110,1643881184,1,2255,4,57.926,12.537,62,4.12,0,0,0,31.29,0,7.09,0,0
1111,1643881185,1,2256,1,57.926,12.537,61,4.1,0,0,0,30.31,0,7.09,0,0
1112,1643881186,1,2258,2,57.925,12.537,61,4.04,0,0,0,29.32,0,7.09,0,0
1113,1643881187,1,2260,6.01,57.925,12.536,61,4.03,0,0,0,28.37,0,7.09,0,0
1114,1643881188,1,2261,1,57.925,12.536,61,4.03,0,0,0,27.17,0,7.09,0,0
1115,1643881189,1,2263,8.01,57.925,12.536,61,4.05,0,0,0,26.64,0,7.09,0,0
1116,1643881190,1,2264,2,57.925,12.536,61,4.08,0,0,0,25.27,0,7.09,0,0
1117,1643881191,1,2266,7.01,57.925,12.535,61,4.03,0,0,0,24.73,0,7.09,0,0
1118,1643881192,1,2268,8.01,57.925,12.535,61,3.96,0,0,0,23.96,0,7.09,0,0
1119,1643881193,1,2269,5,57.925,12.535,60,3.93,0,0,0,22.41,0,7.09,0,0
1120,1643881194,1,2270,0,57.925,12.535,60,3.86,0,0,0,21.88,0,7.09,0,0
1121,1643881195,1,2272,4,57.925,12.534,60,3.85,0,0,0,20.75,0,7.09,0,0
1122,1643881196,1,2274,6.01,57.925,12.534,60,3.76,0,0,0,19.81,0,7.09,0,0
1123,1643881197,1,2275,1,57.925,12.534,60,3.73,0,0,0,19.1,0,7.09,0,0
1124,1643881198,1,2277,8.01,57.925,12.534,60,3.64,0,0,0,17.98,0,7.09,0,0
1125,1643881199,1,2278,3,57.925,12.533,59,3.53,0,0,0,17.21,0,7.09,0,0
1126,1643881200,1,2280,8.01,57.925,12.533,57,3.39,0,0,0,16.51,0,7.09,0,0
1127,1643881201,1,2281,1,57.925,12.533,56,3.31,0,0,0,15.4,0,7.09,0,0
1128,1643881202,1,2283,9.01,57.925,12.533,53,3.32,0,0,0,14.53,0,7.09,0,0
1129,1643881203,1,2284,5.01,57.925,12.532,45,3.32,0,0,0,13.61,0,7.09,0,0
1130,1643881204,1,2285,5.01,57.925,12.532,37,3.29,0,0,0,12.59,0,7.09,0,0
1131,1643881205,1,2286,8.01,57.925,12.532,33,3.26,0,0,0,11.69,0,7.09,0,0
1132,1643881206,1,2287,9.01,57.925,12.532,26,3.28,0,0,0,10.87,0,7.09,0,0
1133,1643881207,1,2287,4,57.925,12.532,23,3.35,0,0,0,10.23,0,7.09,0,0
1134,1643881208,1,2288,8.01,57.925,12.532,21,3.5,0,0,0,9.46,0,7.09,0,0
1135,1643881209,1,2288,3,57.925,12.532,20,3.69,0,0,0,8.17,0,7.09,0,0
1136,1643881210,1,2289,8.01,57.925,12.532,21,3.9,0,0,0,7.27,0,7.09,0,0
1137,1643881211,1,2289,3,57.924,12.532,22,4.23,0,0,0,6.19,0,7.09,0,0
1138,1643881212,1,2290,7.01,57.924,12.532,24,4.8,0,0,0,5.38,0,7.09,0,0
1139,1643881213,1,2291,6.77,57.924,12.531,27,5.86,0,0,0,4.66,0,7.09,0,0
1140,1643881214,1,2291,0.97,57.924,12.531,28,5.97,0,0,0,4.21,0,7.09,0,0
1141,1643881215,1,2293,11.98,57.924,12.531,31,6.83,0,0,0,3.67,0,7.09,0,0
1142,1643881216,1,2293,3.99,57.924,12.531,34,6.62,0,0,0,3.13,0,7.09,0,0
1143,1643881217,1,2294,0,57.924,12.531,35,5.37,0,0,0,2.68,0,7.09,0,0
1144,1643881218,1,2295,1.93,57.924,12.531,35,4.05,0,0,0,2.23,0,7.09,0,0
1145,1643881219,1,2297,12.02,57.924,12.531,37,2.78,0,0,0,1.68,0,7.09,0,0
1146,1643881220,1,2297,1,57.924,12.53,40,3.03,0,0,0,1.05,0,7.09,0,0
1147,1643881221,1,2299,4.96,57.924,12.53,43,3.38,0,0,0,0.52,0,7.09,0,0
1148,1643881222,1,2300,3.97,57.924,12.53,46,2.04,0,6.74,0,0,0,0,0,373.25
1149,1643881223,1,2301,0.99,57.924,12.53,50,1.26,0,6.13,0,0,0,0,0,373.25
1150,1643881224,1,2302,0.99,57.924,12.53,53,1.28,0,5.04,0,0,0,0,0,373.25
1151,1643881225,1,2304,3.01,57.924,12.53,60,1.75,0,4.49,0,0,0,0,0,373.25
1152,1643881226,1,2306,6.02,57.924,12.529,65,1.78,0,3.63,0,0,0,0,0,373.25
1153,1643881227,1,2308,9.04,57.924,12.529,70,2.22,0,3.01,0,0,0,0,0,373.25
1154,1643881228,1,2309,4.02,57.924,12.529,74,2.63,0,2.2,0,0,0,0,0,373.25
1155,1643881229,1,2312,10.04,57.924,12.529,78,2.83,0,1.16,0,0,0,0,0,373.25
1156,1643881230,1,2313,4.02,57.924,12.528,79,2.53,0,0,0,373.19,0,431.49,0,0
1157,1643881231,1,2316,8.62,57.923,12.528,80,2.37,0,0,0,372.42,0,431.49,0,0
1158,1643881232,1,2318,6.71,57.923,12.528,81,2.76,0,0,0,371.76,0,431.49,0,0
1159,1643881233,1,2320,9.58,57.923,12.528,81,2.86,0,0,0,370.65,0,431.49,0,0
1160,1643881234,1,2322,7.66,57.923,12.527,80,2.69,0,0,0,369.98,0,431.49,0,0
1161,1643881235,1,2324,6.71,57.923,12.527,78,2.17,0,0,0,369.25,0,431.49,0,0
1162,1643881236,1,2326,5.89,57.923,12.527,76,1.98,0,0,0,368.05,0,431.49,0,0
1163,1643881237,1,2328,1.96,57.923,12.526,74,1.78,0,0,0,366.8,0,431.49,0,0
1164,1643881238,1,2330,6.87,57.923,12.526,72,1.32,0,0,0,366.18,0,431.49,0,0
1165,1643881239,1,2332,5.14,57.923,12.526,71,1.61,0,0,0,365.11,0,431.49,0,0
1166,1643881240,1,2334,8.23,57.922,12.526,70,1.95,0,0,0,363.82,0,431.49,0,0
1167,1643881241,1,2336,10.29,57.922,12.525,70,2.04,0,0,0,362.73,0,431.49,0,0
1168,1643881242,1,2337,2.06,57.922,12.525,70,1.9,0,0,0,361.44,0,431.49,0,0
1169,1643881243,1,2339,8.23,57.922,12.525,70,1.48,0,0,0,360.39,0,431.49,0,0
1170,1643881244,1,2341,7.05,57.922,12.525,70,1.61,0,0,0,359.58,0,431.49,0,0
1171,1643881245,1,2343,9.06,57.922,12.525,70,1.96,0,0,0,358.61,0,431.49,0,0
1172,1643881246,1,2344,5.03,57.922,12.524,69,2.1,0,0,0,357.44,0,431.49,0,0
1173,1643881247,1,2346,3.02,57.922,12.524,69,2.05,0,0,0,356.69,0,431.49,0,0
1174,1643881248,1,2348,6.04,57.921,12.524,68,1.9,0,0,0,355.95,0,431.49,0,0
1175,1643881249,1,2350,9.06,57.921,12.524,67,1.85,0,0,0,354.62,0,431.49,0,0
1176,1643881250,1,2351,5.03,57.921,12.524,67,1.71,0,0,0,353.88,0,431.49,0,0
1177,1643881251,1,2353,8.06,57.921,12.524,66,1.65,0,0,0,352.77,0,431.49,0,0
1178,1643881252,1,2354,1.01,57.921,12.523,65,1.63,0,0,0,351.83,0,431.49,0,0
1179,1643881253,1,2356,1.01,57.921,12.523,64,1.55,0,0,0,351.26,0,431.49,0,0
1180,1643881254,1,2358,5.03,57.921,12.523,63,1.5,0,0,0,350.33,0,431.49,0,0
1181,1643881255,1,2360,9.06,57.921,12.523,63,1.54,0,0,0,349.03,0,431.49,0,0
1182,1643881256,1,2361,2.01,57.921,12.523,64,1.46,0,0,0,348.31,0,431.49,0,0
1183,1643881257,1,2363,9.06,57.92,12.522,64,1.36,0,0,0,347.64,0,431.49,0,0
1184,1643881258,1,2365,10.07,57.92,12.522,63,1.17,0,0,0,346.55,0,431.49,0,0
1185,1643881259,1,2366,7.05,57.92,12.522,62,1.05,0,0,0,345.82,0,431.49,0,0
1186,1643881260,1,2368,8.06,57.92,12.522,62,0.89,0,0,0,344.79,0,431.49,0,0
1187,1643881261,1,2369,2.01,57.92,12.522,61,0.77,0,0,0,343.96,0,431.49,0,0
1188,1643881262,1,2371,10.07,57.92,12.522,61,0.75,0,0,0,343.29,0,431.49,0,0
1189,1643881263,1,2372,1.01,57.92,12.521,61,0.56,0,0,0,342.26,0,431.49,0,0
1190,1643881264,1,2374,8.06,57.92,12.521,61,0.53,0,0,0,341.58,0,431.49,0,0
1191,1643881265,1,2376,10.07,57.92,12.521,59,0.4,0,0,0,340.4,0,431.49,0,0
1192,1643881266,1,2377,5.03,57.92,12.521,58,0.39,0,0,0,339.57,0,431.49,0,0
1193,1643881267,1,2378,0,57.919,12.521,56,0.62,0,0,0,338.95,0,431.49,0,0
1194,1643881268,1,2380,6.04,57.919,12.52,55,0.67,0,0,0,338.28,0,431.49,0,0
1195,1643881269,1,2381,2.01,57.919,12.52,54,0.83,0,0,0,337.15,0,431.49,0,0
1196,1643881270,1,2383,9.06,57.919,12.52,54,0.87,0,0,0,336.48,0,431.49,0,0
1197,1643881271,1,2384,5.03,57.919,12.52,55,0.93,0,0,0,335.86,0,431.49,0,0
1198,1643881272,1,2385,1.01,57.919,12.52,55,1.04,0,0,0,334.72,0,431.49,0,0
1199,1643881273,1,2387,7.05,57.919,12.52,55,1.15,0,0,0,333.95,0,431.49,0,0
1200,1643881274,1,2388,3.02,57.919,12.52,53,1.19,0,0,0,333.49,0,431.49,0,0
1201,1643881275,1,2390,9.35,57.919,12.519,52,1.41,0,0,0,332.72,0,431.49,0,0
1202,1643881276,1,2391,7.27,57.919,12.519,51,1.81,0,0,0,332,0,431.49,0,0
1203,1643881277,1,2392,4.16,57.918,12.519,49,2.22,0,0,0,331.28,0,431.49,0,0
1204,1643881278,1,2393,3.12,57.918,12.519,46,2.6,0,0,0,330.45,0,431.49,0,0
1205,1643881279,1,2394,2.08,57.918,12.519,41,2.89,0,0,0,329.74,0,431.49,0,0
1206,1643881280,1,2395,3.12,57.918,12.519,35,3.17,0,0,0,329.02,0,431.49,0,0
1207,1643881281,1,2396,5.2,57.918,12.519,29,3.38,0,0,0,328.45,0,431.49,0,0
1208,1643881282,1,2397,9.35,57.918,12.519,23,3.55,0,0,0,327.42,0,431.49,0,0
1209,1643881283,1,2397,5.2,57.918,12.519,18,3.63,0,0,0,327.01,0,431.49,0,0
1210,1643881284,1,2397,1.04,57.918,12.518,15,3.68,0,0,0,326.22,0,431.49,0,0
1211,1643881285,1,2398,8.31,57.918,12.518,11,3.72,0,0,0,325.48,0,431.49,0,0
1212,1643881286,1,2398,6.23,57.918,12.518,6,3.7,0,0,0,324.84,0,431.49,0,0
1213,1643881287,1,2398,5.2,57.918,12.518,5,3.72,0,0,0,324.42,0,431.49,0,0
1214,1643881288,1,2398,4.16,57.918,12.518,4,3.75,0,0,0,323.89,0,431.49,0,0
1215,1643881289,1,2398,4.16,57.918,12.518,2,3.76,0,0,0,323.63,0,431.49,0,0
1216,1643881290,1,2398,3.12,57.918,12.518,0,3.77,0,0,0,323.26,0,431.49,0,0
1217,1643881291,1,2398,3.12,57.918,12.518,0,3.76,0,0,0,323.05,0,431.49,0,0
1218,1643881292,1,2398,3.12,57.918,12.518,0,3.75,0,0,0,322.83,0,431.49,0,0
1219,1643881293,1,2398,3.12,57.918,12.518,0,3.74,0,0,0,322.68,0,431.49,0,0
1220,1643881294,1,2398,3.12,57.918,12.518,0,3.73,0,0,0,322.62,0,431.49,0,0
1221,1643881295,1,2398,3.12,57.918,12.518,0,3.73,0,0,0,322.57,0,431.49,0,0
1222,1643881296,1,2398,3.12,57.918,12.518,0,3.72,0,0,0,322.52,0,431.49,0,0
1223,1643881297,1,2398,3.12,57.918,12.518,0,3.72,0,0,0,322.52,0,431.49,0,0
1224,1643881298,1,2398,3.12,57.918,12.518,0,3.73,0,0,0,322.46,0,431.49,0,0
1225,1643881299,1,2398,3.12,57.918,12.518,0,3.75,0,0,0,322.46,0,431.49,0,0
1226,1643881300,1,2398,3.12,57.918,12.518,0,3.76,0,0,0,322.46,0,431.49,0,0
1227,1643881301,1,2398,3.12,57.918,12.518,0,3.77,0,0,0,322.46,0,431.49,0,0
1228,1643881302,1,2398,3.12,57.918,12.518,0,3.79,0,0,0,322.46,0,431.49,0,0
1229,1643881303,1,2398,3.12,57.918,12.518,0,3.79,0,0,0,322.46,0,431.49,0,0
1230,1643881304,1,2398,3.12,57.918,12.518,0,3.8,0,0,0,322.46,0,431.49,0,0
1231,1643881305,1,2398,3.12,57.918,12.518,0,3.8,0,0,0,322.46,0,431.49,0,0
1232,1643881306,1,2398,3.12,57.918,12.518,0,3.81,0,0,0,322.46,0,431.49,0,0
