datapoint_nr,unixtimestamp,routetable_update_nr,edge_id,length_m_left_on_edge,latitude,longitude,vehicle_speed_kmh,dist_mapmatching,TTAU_manual_this,TTAF_manual_to_L2_this,TTAF_L2_to_manual_this,TTAU_L2_this,TTAU_manual_next,TTAF_manual_to_L2_next,TTAF_L2_to_manual_next,TTAU_L2_next
90,1643880163,0,0,9.99,58.037,12.795,26,6.92,0,161.15,0,0,0,0,0,58.4
91,1643880164,0,0,7.99,58.037,12.795,32,3.23,0,161.15,0,0,0,0,0,58.4
92,1643880165,0,1,8.99,58.037,12.795,40,3.19,0,161.15,0,0,0,0,0,58.4
93,1643880166,0,2,7.99,58.036,12.795,45,3.12,0,161.15,0,0,0,0,0,58.4
94,1643880167,0,3,6.07,58.036,12.795,48,3.12,0,161.15,0,0,0,0,0,58.4
95,1643880168,0,4,1.01,58.036,12.795,51,3.33,0,161.15,0,0,0,0,0,58.4
96,1643880169,0,6,10.11,58.036,12.795,54,3.13,0,161.87,0,0,0,0,0,58.4
97,1643880170,0,7,6.07,58.036,12.794,56,2.45,0,161.58,0,0,0,0,0,58.4
98,1643880171,0,9,7.17,58.036,12.794,57,2.14,0,160.79,0,0,0,0,0,58.4
99,1643880172,0,10,4.1,58.036,12.794,57,2.03,0,159.93,0,0,0,0,0,58.4
100,1643880173,0,12,8.19,58.036,12.794,58,1.59,0,159.06,0,0,0,0,0,58.4
101,1643880174,0,14,8.1,58.036,12.794,59,1.44,0,158.11,0,0,0,0,0,58.4
102,1643880175,0,15,5.06,58.036,12.794,59,1.5,0,157.53,0,0,0,0,0,58.4
103,1643880176,0,17,5.06,58.035,12.794,59,1.04,0,156.29,0,0,0,0,0,58.4
104,1643880177,0,18,0.98,58.035,12.793,59,1.59,0,155.48,0,0,0,0,0,58.4
105,1643880178,0,20,9.77,58.035,12.793,60,2.21,0,154.38,0,0,0,0,0,58.4
106,1643880179,0,21,5.86,58.035,12.793,59,2.59,0,153.35,0,0,0,0,0,58.4
107,1643880180,0,23,8.79,58.035,12.793,57,2.46,0,152.03,0,0,0,0,0,58.4
108,1643880181,0,24,4.97,58.035,12.793,55,2.84,0,150.71,0,0,0,0,0,58.4
109,1643880182,0,25,3.98,58.035,12.793,55,4.1,0,149.84,0,0,0,0,0,58.4
110,1643880183,0,26,0,58.035,12.793,55,4.76,0,148.98,0,0,0,0,0,58.4
111,1643880184,0,28,4.97,58.035,12.793,56,3.84,0,147.65,0,0,0,0,0,58.4
112,1643880185,0,29,0,58.034,12.793,56,2.49,0,146.8,0,0,0,0,0,58.4
113,1643880186,0,31,0,58.034,12.793,56,0.42,0,145.25,0,0,0,0,0,58.4
114,1643880187,0,33,4.08,58.034,12.793,55,0.41,0,144.69,0,0,0,0,0,58.4
115,1643880188,0,34,1.98,58.034,12.793,52,0.35,0,143.69,0,0,0,0,0,58.4
116,1643880189,0,35,0.99,58.034,12.793,46,0.53,0,142.25,0,0,0,0,0,58.4
117,1643880190,0,36,0.99,58.034,12.793,38,0.17,0,141.25,0,0,0,0,0,58.4
118,1643880191,0,37,3.02,58.034,12.793,32,0.33,0,140.62,0,0,0,0,0,58.4
119,1643880192,0,38,4.03,58.034,12.793,26,1.17,0,140.2,0,0,0,0,0,58.4
120,1643880193,0,39,8.05,58.034,12.793,20,1.45,0,140.2,0,0,0,0,0,58.4
121,1643880194,0,39,3.02,58.034,12.793,17,1.3,0,139.78,0,0,0,0,0,58.4
122,1643880195,0,40,7.78,58.034,12.793,18,0.25,0,137.75,0,0,0,0,0,58.4
123,1643880196,0,40,3.89,58.034,12.793,20,2.88,0,137.75,0,0,0,0,0,58.4
124,1643880197,0,41,0,58.034,12.793,24,1.13,0,137.75,0,0,0,0,0,58.4
125,1643880198,0,42,3.14,58.034,12.793,29,0.19,0,137.75,0,0,0,0,0,58.4
126,1643880199,0,43,6.27,58.034,12.793,32,0.36,0,136.54,0,0,0,0,0,58.4
127,1643880200,0,44,6.27,58.034,12.793,36,0.57,0,136.54,0,0,0,0,0,58.4
128,1643880201,0,45,4.18,58.034,12.794,41,0.33,0,136.54,0,0,0,0,0,58.4
129,1643880202,0,46,4.04,58.034,12.794,44,0.53,0,134.53,0,0,0,0,0,58.4
130,1643880203,0,47,4.04,58.034,12.794,46,0.45,0,134.53,0,0,0,0,0,58.4
131,1643880204,0,48,2.02,58.034,12.794,48,0.5,0,134.53,0,0,0,0,0,58.4
132,1643880205,0,50,8.09,58.034,12.794,49,0.64,0,133.52,0,0,0,0,0,58.4
133,1643880206,0,51,7.08,58.034,12.795,50,0.7,0,133.52,0,0,0,0,0,58.4
134,1643880207,0,52,2.02,58.034,12.795,50,0.11,0,133.52,0,0,0,0,0,58.4
135,1643880208,0,53,3.9,58.034,12.795,50,0.14,0,133.52,0,0,0,0,0,58.4
136,1643880209,0,54,4.08,58.034,12.795,50,0.37,0,131.89,0,0,0,0,0,58.4
137,1643880210,0,56,9.17,58.034,12.795,49,0.82,0,131.89,0,0,0,0,0,58.4
138,1643880211,0,57,9.17,58.034,12.796,49,0.87,0,131.89,0,0,0,0,0,58.4
139,1643880212,0,58,4.08,58.034,12.796,48,0.67,0,131.89,0,0,0,0,0,58.4
140,1643880213,0,59,5.09,58.034,12.796,47,0.24,0,129.13,0,0,0,0,0,58.4
141,1643880214,0,60,1.02,58.034,12.796,46,0.69,0,129.13,0,0,0,0,0,58.4
142,1643880215,0,61,2.04,58.034,12.796,45,0.63,0,129.13,0,0,0,0,0,58.4
143,1643880216,0,63,8.05,58.034,12.797,44,0.36,0,125.42,0,0,0,0,0,58.4
144,1643880217,0,64,6.75,58.034,12.797,44,1.78,0,125.42,0,0,0,0,0,58.4
145,1643880218,0,65,4.82,58.034,12.797,44,2.05,0,125.42,0,0,0,0,0,58.4
146,1643880219,0,66,5.78,58.034,12.797,44,2.22,0,122.61,0,0,0,0,0,58.4
147,1643880220,0,67,2.99,58.034,12.797,44,0.82,0,122.61,0,0,0,0,0,58.4
148,1643880221,0,68,1,58.034,12.797,44,0.79,0,122.61,0,0,0,0,0,58.4
149,1643880222,0,69,2,58.034,12.798,44,0.86,0,122.61,0,0,0,0,0,58.4
150,1643880223,0,71,9.01,58.034,12.798,44,0.73,0,116.61,0,0,0,0,0,58.4
151,1643880224,0,71,2,58.034,12.798,44,0.67,0,159.28,0,0,0,0,0,13.26
152,1643880225,0,73,8.01,58.034,12.798,44,0.71,0,158.59,0,0,0,0,0,13.26
153,1643880226,0,74,5.01,58.034,12.798,44,0.48,0,157.82,0,0,0,0,0,13.26
154,1643880227,0,75,6.01,58.034,12.799,44,0.47,0,157.03,0,0,0,0,0,13.26
155,1643880228,0,76,4.01,58.034,12.799,44,0.6,0,156.17,0,0,0,0,0,13.26
156,1643880229,0,77,1,58.034,12.799,44,0.24,0,155.53,0,0,0,0,0,13.26
157,1643880230,0,78,0,58.034,12.799,44,0.37,0,154.45,0,0,0,0,0,13.26
158,1643880231,0,80,9.01,58.034,12.799,43,0.4,0,153.73,0,0,0,0,0,13.26
159,1643880232,0,81,8.01,58.034,12.799,41,0.23,0,152.8,0,0,0,0,0,13.26
160,1643880233,0,82,8.01,58.034,12.8,40,0.64,0,152.15,0,0,0,0,0,13.26
161,1643880234,0,82,0,58.034,12.8,39,0.83,0,151.29,0,0,0,0,0,13.26
162,1643880235,0,84,10.02,58.033,12.8,38,0.72,0,150.36,0,0,0,0,0,13.26
163,1643880236,0,84,0,58.033,12.8,38,0.44,0,149.57,0,0,0,0,0,13.26
164,1643880237,0,85,1,58.033,12.8,38,0.43,0,148.78,0,0,0,0,0,13.26
165,1643880238,0,86,1,58.033,12.8,38,0.12,0,147.99,0,0,0,0,0,13.26
166,1643880239,0,87,1,58.033,12.8,38,0.35,0,147.41,0,0,0,0,0,13.26
167,1643880240,0,89,10.02,58.033,12.801,37,0.33,0,146.69,0,0,0,0,0,13.26
168,1643880241,0,89,1,58.033,12.801,36,0.45,0,145.98,0,0,0,0,0,13.26
169,1643880242,0,90,2,58.033,12.801,35,0.5,0,145.11,0,0,0,0,0,13.26
170,1643880243,0,91,5.01,58.033,12.801,32,0.51,0,144.61,0,0,0,0,0,13.26
171,1643880244,0,92,8.01,58.033,12.801,29,0.76,0,143.61,0,0,0,0,0,13.26
172,1643880245,0,93,9.01,58.033,12.801,30,0.82,0,143.17,0,0,0,0,0,13.26
173,1643880246,0,93,3,58.033,12.801,31,0.96,0,142.39,0,0,0,0,0,13.26
174,1643880247,0,94,5.01,58.033,12.802,31,0.94,0,141.74,0,0,0,0,0,13.26
175,1643880248,0,95,7.01,58.033,12.802,31,1.12,0,141.24,0,0,0,0,0,13.26
176,1643880249,0,96,7.01,58.033,12.802,32,1.6,0,140.59,0,0,0,0,0,13.26
177,1643880250,0,96,1,58.033,12.802,33,1.58,0,140.09,0,0,0,0,0,13.26
178,1643880251,0,97,2,58.033,12.802,34,1.27,0,139.44,0,0,0,0,0,13.26
179,1643880252,0,98,2.98,58.033,12.802,35,1.12,0,139.01,0,0,0,0,0,13.26
180,1643880253,0,99,1.99,58.033,12.802,36,1.08,0,138.22,0,0,0,0,0,13.26
181,1643880254,0,100,4.97,58.033,12.802,36,1.09,0,137.86,0,0,0,0,0,13.26
182,1643880255,0,101,5.96,58.033,12.803,37,1.31,0,137.14,0,0,0,0,0,13.26
183,1643880256,0,102,3.98,58.033,12.803,37,1.44,0,136.71,0,0,0,0,0,13.26
184,1643880257,0,103,6.96,58.033,12.803,38,1.64,0,136,0,0,0,0,0,13.26
185,1643880258,0,104,4.97,58.033,12.803,35,1.76,0,135.43,0,0,0,0,0,13.26
186,1643880259,0,105,7.95,58.033,12.803,34,1.8,0,134.64,0,0,0,0,0,13.26
187,1643880260,0,106,7.95,58.033,12.803,32,2.08,0,134.14,0,0,0,0,0,13.26
188,1643880261,0,107,9.94,58.033,12.803,32,2.37,0,133.5,0,0,0,0,0,13.26
189,1643880262,0,107,2.98,58.033,12.804,31,2.25,0,132.65,0,0,0,0,0,13.26
190,1643880263,0,108,5.96,58.033,12.804,30,1.99,0,132.15,0,0,0,0,0,13.26
191,1643880264,0,109,7.95,58.033,12.804,30,1.8,0,131.44,0,0,0,0,0,13.26
192,1643880265,0,110,8.94,58.033,12.804,28,1.8,0,130.66,0,0,0,0,0,13.26
193,1643880266,0,110,3.98,58.033,12.804,25,1.85,0,130.09,0,0,0,0,0,13.26
194,1643880267,0,111,7.95,58.033,12.804,23,1.93,0,129.59,0,0,0,0,0,13.26
195,1643880268,0,111,0.99,58.033,12.804,21,2.04,0,129.16,0,0,0,0,0,13.26
196,1643880269,0,112,5.96,58.033,12.804,21,2.67,0,128.38,0,0,0,0,0,13.26
197,1643880270,0,112,0.99,58.033,12.804,21,4.61,0,127.95,0,0,0,0,0,13.26
198,1643880271,0,115,3.82,58.032,12.804,21,7.92,0,127.31,0,0,0,0,0,13.26
199,1643880272,0,116,9.55,58.032,12.804,23,5.64,0,126.96,0,0,0,0,0,13.26
200,1643880273,0,116,3.82,58.032,12.804,26,4.4,0,126.39,0,0,0,0,0,13.26
201,1643880274,0,117,5.73,58.032,12.804,31,3.4,0,126.1,0,0,0,0,0,13.26
202,1643880275,0,118,7.64,58.032,12.804,35,2.94,0,125.82,0,0,0,0,0,13.26
203,1643880276,0,118,0.95,58.032,12.804,38,2.61,0,125.32,0,0,0,0,0,13.26
204,1643880277,0,120,9.55,58.032,12.804,42,2.06,0,124.02,0,0,0,0,0,13.26
205,1643880278,0,121,9.55,58.032,12.804,42,1.66,0,123.67,0,0,0,0,0,13.26
206,1643880279,0,122,8.59,58.032,12.804,41,1.15,0,123.2,0,0,0,0,0,13.26
207,1643880280,0,123,9.22,58.032,12.804,40,0.61,0,122.65,0,0,0,0,0,13.26
208,1643880281,0,123,1.02,58.032,12.804,39,0.79,0,122.03,0,0,0,0,0,13.26
209,1643880282,0,125,10.24,58.032,12.804,37,1.01,0,121.56,0,0,0,0,0,13.26
210,1643880283,0,125,1.02,58.032,12.804,36,1.2,0,120.67,0,0,0,0,0,13.26
211,1643880284,0,126,2.05,58.031,12.804,36,1.34,0,119.92,0,0,0,0,0,13.26
212,1643880285,0,127,3.07,58.031,12.804,35,1.52,0,119.1,0,0,0,0,0,13.26
213,1643880286,0,128,4.1,58.031,12.804,35,1.75,0,118.55,0,0,0,0,0,13.26
214,1643880287,0,129,6.15,58.031,12.804,35,1.97,0,117.82,0,0,0,0,0,13.26
215,1643880288,0,130,9.22,58.031,12.804,34,2.03,0,117.16,0,0,0,0,0,13.26
216,1643880289,0,131,9.36,58.031,12.804,34,2.19,0,116.58,0,0,0,0,0,13.26
217,1643880290,0,131,0,58.031,12.804,34,2.04,0,115.92,0,0,0,0,0,13.26
218,1643880291,0,132,2.08,58.031,12.804,34,1.89,0,115.04,0,0,0,0,0,13.26
219,1643880292,0,133,3.12,58.031,12.804,36,1.86,0,114.52,0,0,0,0,0,13.26
220,1643880293,0,134,6.74,58.031,12.804,36,1.63,0,113.86,0,0,0,0,0,13.26
221,1643880294,0,135,5.78,58.031,12.804,36,1.21,0,113.13,0,0,0,0,0,13.26
222,1643880295,0,136,9.63,58.031,12.804,36,1.15,0,112.62,0,0,0,0,0,13.26
223,1643880296,0,137,8.67,58.03,12.804,39,1.24,0,111.87,0,0,0,0,0,13.26
224,1643880297,0,138,8.67,58.03,12.804,41,1.58,0,111.5,0,0,0,0,0,13.26
225,1643880298,0,139,8.67,58.03,12.804,44,2.22,0,110.91,0,0,0,0,0,13.26
226,1643880299,0,140,7.71,58.03,12.803,47,3.08,0,109.97,0,0,0,0,0,13.26
227,1643880300,0,141,5.78,58.03,12.803,49,4.1,0,109.42,0,0,0,0,0,13.26
228,1643880301,0,142,3.07,58.03,12.803,51,4.09,0,108.8,0,0,0,0,0,13.26
229,1643880302,0,144,6.14,58.03,12.803,54,2.87,0,108.25,0,0,0,0,0,13.26
230,1643880303,0,145,1.02,58.03,12.803,55,2.17,0,107.22,0,0,0,0,0,13.26
231,1643880304,0,147,5.11,58.03,12.803,57,2.06,0,106.6,0,0,0,0,0,13.26
232,1643880305,0,149,7.98,58.03,12.803,58,1.74,0,105.77,0,0,0,0,0,13.26
233,1643880306,0,150,2,58.029,12.803,58,1.65,0,104.74,0,0,0,0,0,13.26
234,1643880307,0,152,7.03,58.029,12.803,58,1.71,0,103.89,0,0,0,0,0,13.26
235,1643880308,0,153,3.01,58.029,12.802,58,1.53,0,102.79,0,0,0,0,0,13.26
236,1643880309,0,155,10.04,58.029,12.802,59,1.82,0,101.99,0,0,0,0,0,13.26
237,1643880310,0,156,5.01,58.029,12.802,59,1.95,0,101.11,0,0,0,0,0,13.26
238,1643880311,0,158,10.02,58.029,12.802,59,1.29,0,99.67,0,0,0,0,0,13.26
239,1643880312,0,159,8.01,58.029,12.802,59,0.81,0,98.6,0,0,0,0,0,13.26
240,1643880313,0,161,10.02,58.029,12.802,57,0.72,0,97.96,0,0,0,0,0,13.26
241,1643880314,0,162,5.01,58.029,12.801,57,1.04,0,96.46,0,0,0,0,0,13.26
242,1643880315,0,163,1,58.029,12.801,57,1.49,0,95.6,0,0,0,0,0,13.26
243,1643880316,0,165,6.01,58.028,12.801,58,1.72,0,94.74,0,0,0,0,0,13.26
244,1643880317,0,166,1,58.028,12.801,58,1.88,0,93.24,0,0,0,0,0,13.26
245,1643880318,0,168,6.01,58.028,12.801,58,1.65,0,92.38,0,0,0,0,0,13.26
246,1643880319,0,170,7.57,58.028,12.8,58,1.73,0,91.09,0,0,0,0,0,13.26
247,1643880320,0,171,1.89,58.028,12.8,58,1.63,0,90.02,0,0,0,0,0,13.26
248,1643880321,0,173,7.7,58.028,12.8,57,1.99,0,89.24,0,0,0,0,0,13.26
249,1643880322,0,174,0.96,58.028,12.8,57,1.35,0,88.38,0,0,0,0,0,13.26
250,1643880323,0,176,3.9,58.028,12.8,56,1.47,0,86.88,0,0,0,0,0,13.26
251,1643880324,0,177,1.95,58.028,12.8,56,0.85,0,86.02,0,0,0,0,0,13.26
252,1643880325,0,179,4.94,58.027,12.8,56,1.21,0,84.71,0,0,0,0,0,13.26
253,1643880326,0,181,10.88,58.027,12.8,56,0.67,0,83.9,0,0,0,0,0,13.26
254,1643880327,0,182,7.92,58.027,12.8,56,1.33,0,82.6,0,0,0,0,0,13.26
255,1643880328,0,183,3.96,58.027,12.8,56,1.16,0,81.64,0,0,0,0,0,13.26
256,1643880329,0,184,0,58.027,12.8,57,0.46,0,80.81,0,0,0,0,0,13.26
257,1643880330,0,186,5.9,58.027,12.8,57,0.89,0,79.77,0,0,0,0,0,13.26
258,1643880331,0,188,9.84,58.027,12.8,58,1.18,0,78.58,0,0,0,0,0,13.26
259,1643880332,0,189,4.92,58.027,12.8,58,1.29,0,77.52,0,0,0,0,0,13.26
260,1643880333,0,191,9.84,58.026,12.8,59,1.3,0,76.75,0,0,0,0,0,13.26
261,1643880334,0,192,3.94,58.026,12.8,59,1.2,0,75.9,0,0,0,0,0,13.26
262,1643880335,0,194,8.85,58.026,12.8,59,1.1,0,74.43,0,0,0,0,0,13.26
263,1643880336,0,195,2.95,58.026,12.8,59,1.11,0,73.45,0,0,0,0,0,13.26
264,1643880337,0,197,7.87,58.026,12.8,58,1.16,0,72.33,0,0,0,0,0,13.26
265,1643880338,0,198,2.95,58.026,12.8,57,1.35,0,71.28,0,0,0,0,0,13.26
266,1643880339,0,200,9.26,58.026,12.8,56,1.58,0,70.24,0,0,0,0,0,13.26
267,1643880340,0,201,6.18,58.025,12.8,56,1.86,0,69.12,0,0,0,0,0,13.26
268,1643880341,0,202,3.09,58.025,12.8,55,1.48,0,68.07,0,0,0,0,0,13.26
269,1643880342,0,203,0.96,58.025,12.8,54,1.32,0,67.17,0,0,0,0,0,13.26
270,1643880343,0,205,1.93,58.025,12.8,54,0.61,0,65.91,0,0,0,0,0,13.26
271,1643880344,0,206,0.99,58.025,12.8,53,0.79,0,64.87,0,0,0,0,0,13.26
272,1643880345,0,208,4.95,58.025,12.8,52,0.75,0,64.24,0,0,0,0,0,13.26
273,1643880346,0,209,0.99,58.025,12.8,51,0.59,0,63.02,0,0,0,0,0,13.26
274,1643880347,0,211,7.91,58.025,12.8,51,0.14,0,62,0,0,0,0,0,13.26
275,1643880348,0,212,6.92,58.025,12.8,51,0.49,0,61.01,0,0,0,0,0,13.26
276,1643880349,0,213,3.96,58.024,12.8,51,0.2,0,59.85,0,0,0,0,0,13.26
277,1643880350,0,215,7.91,58.024,12.8,50,0.75,0,59.09,0,0,0,0,0,13.26
278,1643880351,0,216,7.93,58.024,12.801,50,1,0,57.97,0,0,0,0,0,13.26
279,1643880352,0,217,4.96,58.024,12.801,48,0.5,0,56.99,0,0,0,0,0,13.26
280,1643880353,0,218,0.99,58.024,12.801,45,0.31,0,56.09,0,0,0,0,0,13.26
281,1643880354,0,220,8.93,58.024,12.801,43,0.44,0,55.32,0,0,0,0,0,13.26
282,1643880355,0,221,8.93,58.024,12.801,39,0.73,0,54.42,0,0,0,0,0,13.26
283,1643880356,0,221,0,58.024,12.801,31,1.37,0,53.51,0,0,0,0,0,13.26
284,1643880357,0,222,2.98,58.024,12.801,28,2.17,0,52.6,0,0,0,0,0,13.26
285,1643880358,0,223,6.94,58.024,12.801,28,3.04,0,51.7,0,0,0,0,0,13.26
286,1643880359,0,223,0.99,58.024,12.801,28,4.78,0,50.72,0,0,0,0,0,13.26
287,1643880360,0,224,3.97,58.024,12.801,28,8.3,0,50.23,0,0,0,0,0,13.26
288,1643880361,0,227,6.73,58.023,12.801,30,9.26,0,49.19,0,0,0,0,0,13.26
289,1643880362,0,228,9.61,58.023,12.801,36,6.09,0,48.56,0,0,0,0,0,13.26
290,1643880363,0,229,7.69,58.023,12.8,44,4.21,0,48.07,0,0,0,0,0,13.26
291,1643880364,0,230,6.73,58.023,12.8,49,3.87,0,47.66,0,0,0,0,0,13.26
292,1643880365,0,231,3.85,58.023,12.8,54,3.99,0,47.1,0,0,0,0,0,13.26
293,1643880366,0,232,2.88,58.023,12.8,57,4.28,0,46.89,0,0,0,0,0,13.26
294,1643880367,0,234,9.19,58.023,12.799,60,4.8,0,46.89,0,0,0,0,0,13.26
295,1643880368,0,235,1.02,58.023,12.799,64,4.4,0,44.45,0,0,0,0,0,13.26
296,1643880369,0,237,8.34,58.023,12.799,65,4.42,0,43.71,0,0,0,0,0,13.26
297,1643880370,0,238,2.09,58.023,12.799,66,3.9,0,43.01,0,0,0,0,0,13.26
298,1643880371,0,240,1.05,58.023,12.798,66,3.24,0,42.21,0,0,0,0,0,13.26
299,1643880372,0,242,3.14,58.023,12.798,66,2.23,0,41.34,0,0,0,0,0,13.26
300,1643880373,0,244,5.23,58.023,12.798,66,1.83,0,40.4,0,0,0,0,0,13.26
301,1643880374,0,245,1.05,58.023,12.797,66,1.87,0,39.42,0,0,0,0,0,13.26
302,1643880375,0,248,8.97,58.023,12.797,66,2.45,0,38.37,0,0,0,0,0,13.26
303,1643880376,0,249,4.98,58.023,12.797,66,1.93,0,37.56,0,0,0,0,0,13.26
304,1643880377,0,251,4.98,58.023,12.797,66,1.69,0,36.3,0,0,0,0,0,13.26
305,1643880378,0,253,6.97,58.023,12.796,66,1.82,0,35.74,0,0,0,0,0,13.26
306,1643880379,0,254,3.99,58.023,12.796,66,1.92,0,34.29,0,0,0,0,0,13.26
307,1643880380,0,256,5.98,58.023,12.796,66,1.98,0,33.48,0,0,0,0,0,13.26
308,1643880381,0,258,5.98,58.023,12.795,66,1.98,0,32.47,0,0,0,0,0,13.26
309,1643880382,0,259,1.99,58.023,12.795,66,2,0,31.39,0,0,0,0,0,13.26
310,1643880383,0,261,4.98,58.023,12.795,67,2.1,0,30.61,0,0,0,0,0,13.26
311,1643880384,0,263,3.99,58.024,12.795,67,2.01,0,29.12,0,0,0,0,0,13.26
312,1643880385,0,265,5.3,58.024,12.794,67,1.79,0,28.34,0,0,0,0,0,13.26
313,1643880386,0,267,5.3,58.024,12.794,67,2.2,0,27.26,0,0,0,0,0,13.26
314,1643880387,0,268,3.02,58.024,12.794,67,2.58,0,26.25,0,0,0,0,0,13.26
315,1643880388,0,270,4.03,58.024,12.793,67,2.59,0,25.23,0,0,0,0,0,13.26
316,1643880389,0,272,10.21,58.024,12.793,67,1.94,0,24.21,0,0,0,0,0,13.26
317,1643880390,0,273,5.1,58.024,12.793,66,2.01,0,23.38,0,0,0,0,0,13.26
318,1643880391,0,274,4.13,58.024,12.793,66,1.94,0,22.54,0,0,0,0,0,13.26
319,1643880392,0,276,6.13,58.024,12.792,66,1.84,0,21.1,0,0,0,0,0,13.26
320,1643880393,0,277,3.07,58.023,12.792,66,2.42,0,20.11,0,0,0,0,0,13.26
321,1643880394,0,279,3.07,58.023,12.792,67,2.62,0,18.84,0,0,0,0,0,13.26
322,1643880395,0,281,9.2,58.023,12.791,67,2.49,0,18.24,0,0,0,0,0,13.26
323,1643880396,0,283,8.91,58.023,12.791,67,1.97,0,17.02,0,0,0,0,0,13.26
324,1643880397,0,284,1.98,58.023,12.791,67,1.98,0,15.97,0,0,0,0,0,13.26
325,1643880398,0,286,3.96,58.023,12.791,67,1.97,0,15.16,0,0,0,0,0,13.26
326,1643880399,0,288,6.93,58.023,12.79,67,1.99,0,13.94,0,0,0,0,0,13.26
327,1643880400,0,290,8.91,58.023,12.79,67,2.03,0,13.14,0,0,0,0,0,13.26
328,1643880401,0,291,1.98,58.023,12.79,66,1.94,0,11.85,0,0,0,0,0,13.26
329,1643880402,0,293,7.92,58.023,12.789,66,1.94,0,10.81,0,0,0,0,0,13.26
330,1643880403,0,295,7.92,58.023,12.789,66,2,0,9.8,0,0,0,0,0,13.26
331,1643880404,0,297,9.9,58.023,12.789,65,2.06,0,8.97,0,0,0,0,0,13.26
332,1643880405,0,298,2.97,58.023,12.789,65,2.07,0,7.72,0,0,0,0,0,13.26
333,1643880406,0,300,5.94,58.023,12.788,65,2.04,0,6.89,0,0,0,0,0,13.26
334,1643880407,0,302,8.91,58.023,12.788,66,1.94,0,5.88,0,0,0,0,0,13.26
335,1643880408,0,304,8.91,58.023,12.788,65,1.9,0,4.45,0,0,0,0,0,13.26
336,1643880409,0,305,8.91,58.023,12.788,65,1.93,0,3.8,0,0,0,0,0,13.26
337,1643880410,0,307,7.92,58.023,12.787,65,1.88,0,2.79,0,0,0,0,0,13.26
338,1643880411,0,308,0.99,58.023,12.787,65,1.91,0,1.6,0,0,0,0,0,13.26
339,1643880412,0,310,3.96,58.023,12.787,65,2,0,0.77,0,0,0,0,0,13.26
340,1643880413,0,312,6.93,58.023,12.786,65,2.27,0,0,0,13.02,0,4.61,0,0
341,1643880414,0,313,3.15,58.023,12.786,65,2.24,0,0,0,11.83,0,4.61,0,0
342,1643880415,0,315,2.1,58.023,12.786,64,2.29,0,0,0,10.82,0,4.61,0,0
343,1643880416,0,317,8.24,58.023,12.786,59,2.1,0,0,0,10.17,0,4.61,0,0
344,1643880417,0,318,2.05,58.023,12.785,51,2.08,0,0,0,8.98,0,4.61,0,0
345,1643880418,0,319,5.11,58.023,12.785,47,2.23,0,0,0,7.97,0,4.61,0,0
346,1643880419,0,320,4.09,58.023,12.785,41,2.78,0,0,0,6.96,0,4.61,0,0
347,1643880420,0,321,1.02,58.023,12.785,32,4.18,0,0,0,5.94,0,4.61,0,0
348,1643880421,0,322,6.14,58.023,12.785,29,5.15,0,0,0,4.55,0,4.61,0,0
349,1643880422,0,323,7.05,58.023,12.785,26,6.29,0,0,0,3.93,0,4.61,0,0
350,1643880423,0,324,6.75,58.023,12.784,27,7.04,0,0,0,2.88,0,4.61,0,0
351,1643880424,0,325,2.81,58.023,12.784,30,6.05,0,0,0,2.27,0,4.61,0,0
352,1643880425,0,326,5.68,58.023,12.784,30,4.28,0,0,0,1.47,0,4.61,0,0
353,1643880426,0,327,5.62,58.023,12.784,31,3.53,0,0,0,0.98,0,4.61,0,0
354,1643880427,0,327,0,58.023,12.784,33,3.62,0,0,0,0.49,0,4.61,0,0
355,1643880428,0,328,0,58.023,12.784,39,5.02,0,4.55,0,0,0,0,0,7.92
356,1643880429,0,329,1.92,58.023,12.784,42,5.67,0,4.19,0,0,0,0,0,7.92
357,1643880430,0,331,2.03,58.023,12.783,48,3.71,0,3.72,0,0,0,0,0,7.92
358,1643880431,0,332,2.09,58.023,12.783,53,1.97,0,3.03,0,0,0,0,0,7.92
359,1643880432,0,334,8.36,58.023,12.783,57,0.43,0,2.64,0,0,0,0,0,7.92
360,1643880433,0,335,1.05,58.023,12.783,60,0.51,0,2.3,0,0,0,0,0,7.92
361,1643880434,0,337,6.27,58.023,12.782,60,0.54,0,1.84,0,0,0,0,0,7.92
362,1643880435,0,338,1.05,58.023,12.782,57,0.55,0,1.21,0,0,0,0,0,7.92
363,1643880436,0,340,4.18,58.023,12.782,51,2.25,0,0.43,0,0,0,0,0,7.92
364,1643880437,0,341,9.31,58.023,12.782,47,1.14,0,0,0,7.42,0,11.92,0,0
365,1643880438,0,341,1.03,58.023,12.782,43,2.27,0,0,0,6.54,0,11.92,0,0
366,1643880439,0,342,3.06,58.023,12.782,38,2.53,0,0,0,5.66,0,11.92,0,0
367,1643880440,0,343,2.04,58.023,12.781,36,3.64,0,0,0,4.72,0,11.92,0,0
368,1643880441,0,344,2.09,58.023,12.781,36,2.8,0,0,0,3.59,0,11.92,0,0
369,1643880442,0,345,3.05,58.023,12.781,38,0.28,0,0,0,2.53,0,11.92,0,0
370,1643880443,0,347,7.14,58.023,12.781,39,0.45,0,0,0,2.09,0,11.92,0,0
371,1643880444,0,348,10.13,58.023,12.781,40,2.16,0,0,0,1.59,0,11.92,0,0
372,1643880445,0,349,8.71,58.024,12.781,39,2.07,0,0,0,0.8,0,11.92,0,0
